1.0,2.5980484390000003
2.0,2.596614097
3.0,2.456759456
4.0,2.455853313
5.0,2.456759456
6.0,2.455853313
7.0,2.45494717
8.0,2.454995805
9.0,2.4673017880000003
10.0,2.46682424
11.0,2.474698945
12.0,2.4710248790000002
13.0,2.476764595
14.0,2.477089809
15.0,2.482098275
16.0,2.482425445
17.0,2.48731268
18.0,2.482252038
19.0,2.483106433
20.0,2.484012415
21.0,2.4890210109999997
22.0,2.487739625
23.0,2.480971138
24.0,2.480117667
25.0,2.471859586
26.0,2.475108853
27.0,2.476067479
28.0,2.477026399
29.0,2.402378164
30.0,2.404189662
31.0,2.7089172269999997
32.0,2.705681533
33.0,2.631322768
34.0,2.632137691
35.0,2.636806471
36.0,2.638758953
37.0,2.6414775969999997
38.0,2.642813437
39.0,2.647344574
40.0,2.650634241
41.0,2.651636081
42.0,2.653067835
43.0,2.655260729
44.0,2.656118996
45.0,2.655786249
46.0,2.65840834
47.0,2.9328955619999997
48.0,2.931465367
49.0,2.9895973860000002
50.0,2.989157827
51.0,2.996413889
52.0,2.998284209
53.0,3.0046331619999997
54.0,3.003344471
55.0,3.281123968
56.0,3.2806191780000002
57.0,3.2982971460000003
58.0,3.297859281
59.0,3.309228987
60.0,3.307873631
61.0,3.3364174369999997
62.0,3.333674805
63.0,3.345491209
64.0,3.3409868560000002
65.0,3.3495692139999997
66.0,3.349164483
67.0,3.351853415
68.0,3.354160733
69.0,3.3577567160000004
70.0,3.355493712
71.0,3.3604475939999996
72.0,3.3623270130000003
73.0,3.3618563389999996
74.0,3.365945097
75.0,3.36821917
76.0,3.3677946739999998
77.0,3.3709886589999996
78.0,3.370964476
79.0,3.3746305189999997
80.0,3.372828513
81.0,3.378259922
82.0,3.378719903
83.0,3.380560421
84.0,3.380994639
85.0,3.384611379
86.0,3.3855442680000003
87.0,3.386938563
88.0,3.3896470869999997
89.0,3.387372084
90.0,3.389173646
91.0,3.39189568
92.0,3.392369105
93.0,3.334133528
94.0,3.33591904
95.0,2.7718556910000003
96.0,2.7709084610000003
97.0,3.0958113660000004
98.0,3.095346321
99.0,2.835551446
100.0,2.837403156
101.0,2.894124769
102.0,2.894955455
103.0,2.89554241
104.0,2.8981099610000003
105.0,2.65888601
106.0,2.660665385
107.0,2.7816145860000003
108.0,2.779331623
109.0,2.537010356
110.0,2.536496587
111.0,2.667151305
112.0,2.665773605
113.0,2.581391388
114.0,2.58091836
115.0,2.451151032
116.0,2.453308086
117.0,2.444419854
118.0,2.445625286
119.0,2.450378245
120.0,2.4549098540000003
121.0,2.443513516
122.0,2.4448507530000003
123.0,2.424041399
124.0,2.422944265
125.0,2.431767841
126.0,2.4289055019999997
127.0,2.430384442
128.0,2.432577852
129.0,2.4355885269999997
130.0,2.439494283
131.0,2.4449796619999997
132.0,2.444025015
133.0,2.450563652
134.0,2.448652959
135.0,2.461816141
136.0,2.4623428169999997
137.0,2.452853664
138.0,2.454388629
139.0,2.384576694
140.0,2.38314016
141.0,2.373970763
142.0,2.3729577059999998
143.0,2.41510828
144.0,2.411963907
145.0,2.431894058
146.0,2.4327478609999997
147.0,2.766176376
148.0,2.765192061
149.0,2.416014198
150.0,2.41963788
151.0,2.384894713
152.0,2.386815047
153.0,2.3774986019999997
154.0,2.378885237
155.0,2.380809726
156.0,2.383102324
157.0,2.35913206
158.0,2.3581115809999997
